alumni_id,full_name,first_name,last_name,graduation_year,degree_earned,major_academic_program,current_company,job_title,email_address,phone_number,brochure_feature_consent,brochure_feature_consent_encoded,match_score,match_percentage
ALU0211,Manoj Bhat,Manoj,Bhat,2018,B.E.,Computer Science (Data Science),Infosys,Cloud Engineer,manoj.bhat211@proton.me,+91 9643025991,No,0,0.47266483516483515,47.27
ALU0241,Aditi Verma,Aditi,Verma,2015,MBA,Computer Science (Data Science),Google,Cloud Engineer,aditi.verma241@outlook.com,+91 8741251076,No,0,0.47266483516483515,47.27
ALU0508,Deepak Pillai,Deepak,Pillai,2024,MCA,Computer Science and Engineering,PwC,Product Analyst,deepak.pillai508@gmail.com,+91 7400247855,No,0,0.4725,47.25
ALU0963,Rahul Mehta,Rahul,Mehta,2024,MBA,Computer Science and Engineering,EY,Product Analyst,rahul.mehta963@outlook.com,+91 8707272205,Yes,1,0.4725,47.25
ALU0489,Yash Gupta,Yash,Gupta,2022,M.Tech,Civil Engineering,Oracle,Cloud Engineer,yash.gupta489@proton.me,+91 9369412470,Yes,1,0.47206959706959706,47.21
ALU0655,Anil Mehta,Anil,Mehta,2015,B.Tech,Electrical and Electronics Engineering,Microsoft,Frontend Developer,anil.mehta655@proton.me,+91 9647054211,No,0,0.47055647840531556,47.06
ALU0739,Yash Sharma,Yash,Sharma,2018,M.Tech,Computer Science (Data Science),Wipro,QA Engineer,yash.sharma739@outlook.com,+91 8238551232,Yes,1,0.46924603174603174,46.92
ALU0386,Vishal Nair,Vishal,Nair,2019,B.E.,Computer Science (Data Science),Infosys,QA Engineer,vishal.nair386@proton.me,+91 7659663750,Yes,1,0.46924603174603174,46.92
ALU0833,Aarav Iyer,Aarav,Iyer,2023,MCA,Electrical and Electronics Engineering,Tech Mahindra,QA Engineer,aarav.iyer833@yahoo.com,+91 7567958961,Yes,1,0.46865079365079365,46.87
ALU0381,Priya Bhat,Priya,Bhat,2021,B.E.,Electrical and Electronics Engineering,EY,QA Engineer,priya.bhat381@yahoo.com,+91 9345155074,No,0,0.46865079365079365,46.87
ALU0973,Arjun Rao,Arjun,Rao,2023,M.Tech,Civil Engineering,Wipro,QA Engineer,arjun.rao973@outlook.com,+91 7558054908,Yes,1,0.46865079365079365,46.87
ALU0793,Sanjay Kumar,Sanjay,Kumar,2021,B.Sc,Civil Engineering,Cognizant Technology Solutions,QA Engineer,sanjay.kumar793@yahoo.com,+91 8221649922,No,0,0.46865079365079365,46.87
ALU0083,Deepak Nair,Deepak,Nair,2015,MBA,Computer Engineering,Cognizant,DevOps Engineer,deepak.nair83@gmail.com,+91 7234187462,No,0,0.46826923076923077,46.83
ALU0433,Nandini Iyer,Nandini,Iyer,2023,B.E.,Mechanical Engineering,Amazon,Cloud Engineer,nandini.iyer433@outlook.com,+91 7169246232,No,0,0.4673076923076923,46.73
ALU0700,Arjun Mishra,Arjun,Mishra,2023,B.Sc,Mechanical Engineering,Walmart Global Tech,Cloud Engineer,arjun.mishra700@proton.me,+91 7237059301,Yes,1,0.4673076923076923,46.73
ALU0307,Yash Rao,Yash,Rao,2020,B.Tech,Electronics and Communication Engineering,Tech Mahindra,Data Scientist,yash.rao307@outlook.com,+91 8603337351,Yes,1,0.46674130663856694,46.67
ALU0708,Swathi Sharma,Swathi,Sharma,2016,B.Tech,Civil Engineering,Bosch,Technical Consultant,swathi.sharma708@outlook.com,+91 7271055863,Yes,1,0.46559523809523806,46.56
ALU0402,Manoj Shetty,Manoj,Shetty,2024,MBA,Computer Science (Data Science),Capgemini,Associate Consultant,manoj.shetty402@outlook.com,+91 8748783374,No,0,0.4642460317460317,46.42
ALU0606,Akash Verma,Akash,Verma,2023,B.Sc,Mechanical Engineering,EY,QA Engineer,akash.verma606@outlook.com,+91 7078908105,No,0,0.4638888888888889,46.39
ALU0614,Anil Rao,Anil,Rao,2017,B.Tech,Business Administration,Bosch,DevOps Engineer,anil.rao614@outlook.com,+91 9561349676,Yes,1,0.46386363636363637,46.39
ALU0527,Priya Verma,Priya,Verma,2025,MBA,Electronics and Communication Engineering,LTIMindtree,Project Engineer,priya.verma527@yahoo.com,+91 9218368729,Yes,1,0.463786334781156,46.38
ALU0269,Amar Rao,Amar,Rao,2015,B.E.,Computer Engineering,Google,Systems Engineer,amar.rao269@gmail.com,+91 9653582116,No,0,0.46339118198874296,46.34
ALU0805,Harish Bhat,Harish,Bhat,2019,MBA,Computer Engineering,Bosch,Project Engineer,harish.bhat805@gmail.com,+91 9243130794,Yes,1,0.46339118198874296,46.34
ALU0167,Vikas Gupta,Vikas,Gupta,2017,MBA,Computer Engineering,Wipro,Project Engineer,vikas.gupta167@yahoo.com,+91 7078299575,No,0,0.46339118198874296,46.34
ALU0507,Anil Reddy,Anil,Reddy,2018,MCA,Computer Engineering,Walmart Global Tech,Project Engineer,anil.reddy507@outlook.com,+91 9600650037,Yes,1,0.46339118198874296,46.34
ALU0429,Nandini Das,Nandini,Das,2024,B.Tech,Business Administration,Infosys,Data Scientist,nandini.das429@gmail.com,+91 7207167992,Yes,1,0.4619405594405594,46.19
ALU0204,Pooja Menon,Pooja,Menon,2019,B.Tech,Artificial Intelligence and Machine Learning,Capgemini,UI Developer,pooja.menon204@yahoo.com,+91 7537602307,No,0,0.4613975817923186,46.14
ALU0511,Kavya Pillai,Kavya,Pillai,2018,B.Tech,Artificial Intelligence and Machine Learning,Bosch,UI Developer,kavya.pillai511@proton.me,+91 8107263953,Yes,1,0.4613975817923186,46.14
ALU0928,Shreya Kumar,Shreya,Kumar,2018,B.Tech,Artificial Intelligence and Machine Learning,Amazon,UI Developer,shreya.kumar928@proton.me,+91 8358248920,Yes,1,0.4613975817923186,46.14
ALU0460,Yash Das,Yash,Das,2019,M.Tech,Computer Science and Engineering,KPMG,Data Scientist,yash.das460@gmail.com,+91 8635825546,Yes,1,0.46057692307692305,46.06
ALU0996,Sanjay Mishra,Sanjay,Mishra,2015,B.E.,Computer Science and Engineering,Bosch,Data Scientist,sanjay.mishra996@yahoo.com,+91 8015314465,No,0,0.46057692307692305,46.06
ALU0984,Sahana Iyer,Sahana,Iyer,2017,B.E.,Computer Science and Engineering,Bosch,Data Scientist,sahana.iyer984@outlook.com,+91 8263341689,Yes,1,0.46057692307692305,46.06
ALU0707,Karthik Rao,Karthik,Rao,2015,B.E.,Computer Science and Engineering,Tech Mahindra,Data Scientist,karthik.rao707@proton.me,+91 9625195227,Yes,1,0.46057692307692305,46.06
ALU0861,Lakshmi Bhat,Lakshmi,Bhat,2022,M.Tech,Computer Science and Engineering,Google,Database Administrator,lakshmi.bhat861@outlook.com,+91 7864741933,No,0,0.4601063829787234,46.01
ALU0759,Priya Nair,Priya,Nair,2023,M.Tech,Computer Science and Engineering,Tech Mahindra,Database Administrator,priya.nair759@yahoo.com,+91 9122145416,No,0,0.4601063829787234,46.01
ALU0881,Keerthi Gupta,Keerthi,Gupta,2020,B.Tech,Artificial Intelligence and Machine Learning,KPMG,Technical Consultant,keerthi.gupta881@outlook.com,+91 8734900802,No,0,0.4599561403508772,46.0
ALU0214,Swathi Joshi,Swathi,Joshi,2015,B.Tech,Artificial Intelligence and Machine Learning,EY,Technical Consultant,swathi.joshi214@proton.me,+91 8227279967,Yes,1,0.4599561403508772,46.0
ALU0432,Sanjay Chowdhury,Sanjay,Chowdhury,2016,B.Sc,Computer Science (Data Science),Accenture,Senior Software Engineer,sanjay.chowdhury432@outlook.com,+91 9615642860,Yes,1,0.4592687074829932,45.93
ALU0157,Deepak Chowdhury,Deepak,Chowdhury,2017,MBA,Computer Science (Data Science),IBM,Senior Software Engineer,deepak.chowdhury157@proton.me,+91 9421225455,No,0,0.4592687074829932,45.93
ALU0736,Ashwin Gupta,Ashwin,Gupta,2018,MCA,Computer Science (Data Science),SAP,Senior Software Engineer,ashwin.gupta736@outlook.com,+91 7968245518,No,0,0.4592687074829932,45.93
ALU0841,Shreya Mishra,Shreya,Mishra,2017,M.Tech,Computer Science (Data Science),Deloitte,Senior Software Engineer,shreya.mishra841@gmail.com,+91 8411574423,Yes,1,0.4592687074829932,45.93
ALU0958,Ravi Bhat,Ravi,Bhat,2022,M.Tech,Electrical and Electronics Engineering,Oracle,Senior Software Engineer,ravi.bhat958@yahoo.com,+91 8172609694,No,0,0.4586734693877551,45.87
ALU0891,Kavya Mishra,Kavya,Mishra,2022,MBA,Electrical and Electronics Engineering,Google,Senior Software Engineer,kavya.mishra891@proton.me,+91 7699404386,Yes,1,0.4586734693877551,45.87
ALU0392,Sneha Kumar,Sneha,Kumar,2021,MCA,Electrical and Electronics Engineering,PwC,Senior Software Engineer,sneha.kumar392@outlook.com,+91 9045530940,No,0,0.4586734693877551,45.87
ALU0322,Amar Das,Amar,Das,2021,B.E.,Electrical and Electronics Engineering,Capgemini,Senior Software Engineer,amar.das322@yahoo.com,+91 8386695233,No,0,0.4586734693877551,45.87
ALU0646,Karthik Joshi,Karthik,Joshi,2022,B.Sc,Electronics and Communication Engineering,KPMG,Cloud Engineer,karthik.joshi646@outlook.com,+91 7482029643,No,0,0.4568054092026695,45.68
ALU0360,Sneha Das,Sneha,Das,2018,B.Tech,Civil Engineering,Accenture,Business Analyst,sneha.das360@gmail.com,+91 7051354601,Yes,1,0.45648954703832745,45.65
ALU0121,Sahana Nair,Sahana,Nair,2020,B.Tech,Civil Engineering,Wipro,Business Analyst,sahana.nair121@outlook.com,+91 9904788278,No,0,0.45648954703832745,45.65
ALU0284,Riya Das,Riya,Das,2023,MCA,Electrical and Electronics Engineering,Accenture,Software Engineer,riya.das284@gmail.com,+91 8520050282,Yes,1,0.45595238095238094,45.6
ALU0860,Ananya Nair,Ananya,Nair,2022,B.E.,Civil Engineering,Amazon,Software Engineer,ananya.nair860@gmail.com,+91 7713417649,Yes,1,0.45595238095238094,45.6
ALU0982,Priya Gupta,Priya,Gupta,2021,B.E.,Electrical and Electronics Engineering,Infosys,Software Engineer,priya.gupta982@yahoo.com,+91 7492558512,Yes,1,0.45595238095238094,45.6
ALU0605,Neha Pillai,Neha,Pillai,2024,MCA,Computer Science (Data Science),IBM,Backend Developer,neha.pillai605@proton.me,+91 9408134650,Yes,1,0.45535714285714285,45.54
ALU0564,Rohit Patel,Rohit,Patel,2023,MBA,Electronics and Communication Engineering,EY,QA Engineer,rohit.patel564@yahoo.com,+91 8387545832,Yes,1,0.4533866057838661,45.34
ALU0456,Sanjay Mehta,Sanjay,Mehta,2021,MCA,Electronics and Communication Engineering,HCLTech,QA Engineer,sanjay.mehta456@yahoo.com,+91 8263465731,No,0,0.4533866057838661,45.34
ALU0135,Sai Bhat,Sai,Bhat,2016,B.Tech,Mechanical Engineering,Bosch,Business Analyst,sai.bhat135@gmail.com,+91 7541988748,No,0,0.4517276422764227,45.17
ALU0129,Vikas Chowdhury,Vikas,Chowdhury,2015,B.Tech,Mechanical Engineering,Deloitte,Business Analyst,vikas.chowdhury129@outlook.com,+91 7294678352,Yes,1,0.4517276422764227,45.17
ALU0746,Charan Verma,Charan,Verma,2016,B.Tech,Mechanical Engineering,Cognizant Technology Solutions,Business Analyst,charan.verma746@proton.me,+91 8118440391,No,0,0.4517276422764227,45.17
ALU0036,Siddharth Nair,Siddharth,Nair,2024,MBA,Computer Engineering,TCS,UI Developer,siddharth.nair36@yahoo.com,+91 9849232839,Yes,1,0.4513773388773389,45.14
ALU0321,Aditi Joshi,Aditi,Joshi,2022,M.Tech,Mechanical Engineering,Cognizant Technology Solutions,Software Engineer,aditi.joshi321@gmail.com,+91 8969024554,No,0,0.4511904761904762,45.12
ALU0330,Amar Menon,Amar,Menon,2024,B.Tech,Business Administration,SAP,Frontend Developer,amar.menon330@proton.me,+91 8508339770,Yes,1,0.4504915433403805,45.05
ALU0179,Karthik Nair,Karthik,Nair,2016,B.Tech,Electronics and Communication Engineering,Amazon,Technical Consultant,karthik.nair179@proton.me,+91 7269754673,Yes,1,0.45033105022831044,45.03
ALU0199,Pranav Menon,Pranav,Menon,2018,B.Tech,Electronics and Communication Engineering,Cognizant,Full Stack Developer,pranav.menon199@proton.me,+91 7112889043,No,0,0.45033105022831044,45.03
ALU0843,Rohit Pillai,Rohit,Pillai,2022,MBA,Artificial Intelligence and Machine Learning,Bosch,Software Engineer,rohit.pillai843@yahoo.com,+91 7188321417,No,0,0.4503132832080201,45.03
ALU0235,Akash Mehta,Akash,Mehta,2022,B.E.,Artificial Intelligence and Machine Learning,Infosys,Software Engineer,akash.mehta235@yahoo.com,+91 9439377645,Yes,1,0.4503132832080201,45.03
ALU0520,Divya Kumar,Divya,Kumar,2024,MCA,Computer Engineering,Deloitte,Technical Consultant,divya.kumar520@outlook.com,+91 9894912687,Yes,1,0.44993589743589746,44.99
ALU0743,Vikas Gupta,Vikas,Gupta,2022,MCA,Computer Engineering,PwC,Associate Consultant,vikas.gupta743@proton.me,+91 8306023701,Yes,1,0.447991452991453,44.8
ALU0498,Priya Mehta,Priya,Mehta,2020,MCA,Computer Science (Data Science),KPMG,DevOps Engineer,priya.mehta498@proton.me,+91 7957345013,No,0,0.4470238095238095,44.7
ALU0380,Kavya Singh,Kavya,Singh,2018,MBA,Computer Science (Data Science),Oracle,DevOps Engineer,kavya.singh380@gmail.com,+91 7005502537,Yes,1,0.4470238095238095,44.7
ALU0174,Anusha Menon,Anusha,Menon,2016,B.Sc,Computer Science (Data Science),IBM,DevOps Engineer,anusha.menon174@proton.me,+91 9204833223,Yes,1,0.4470238095238095,44.7
ALU0787,Amar Pillai,Amar,Pillai,2025,B.Tech,Information Technology,Microsoft,Technical Consultant,amar.pillai787@yahoo.com,+91 7655998939,No,0,0.4469444444444444,44.69
ALU0003,Anusha Das,Anusha,Das,2021,B.E.,Civil Engineering,Cognizant Technology Solutions,DevOps Engineer,anusha.das3@gmail.com,+91 7685731524,No,0,0.44642857142857145,44.64
ALU0015,Arjun Nair,Arjun,Nair,2021,B.E.,Civil Engineering,TCS,DevOps Engineer,arjun.nair15@outlook.com,+91 9180476188,Yes,1,0.44642857142857145,44.64
ALU0184,Nandini Mishra,Nandini,Mishra,2020,B.E.,Computer Science and Engineering,Oracle,UI Developer,nandini.mishra184@yahoo.com,+91 9760786161,Yes,1,0.4456081081081081,44.56
ALU0072,Yash Chowdhury,Yash,Chowdhury,2016,MCA,Computer Science and Engineering,Oracle,UI Developer,yash.chowdhury72@proton.me,+91 9841212515,No,0,0.4456081081081081,44.56
ALU0140,Lakshmi Joshi,Lakshmi,Joshi,2017,MCA,Computer Science and Engineering,Cognizant Technology Solutions,UI Developer,lakshmi.joshi140@yahoo.com,+91 9877685081,Yes,1,0.4456081081081081,44.56
ALU0122,Sneha Joshi,Sneha,Joshi,2016,M.Tech,Computer Science and Engineering,HCLTech,UI Developer,sneha.joshi122@gmail.com,+91 8953291127,No,0,0.4456081081081081,44.56
ALU0314,Manoj Das,Manoj,Das,2020,MCA,Computer Science and Engineering,Google,UI Developer,manoj.das314@outlook.com,+91 8826025489,Yes,1,0.4456081081081081,44.56
ALU0674,Deepak Shetty,Deepak,Shetty,2024,B.Tech,Business Administration,EY,Full Stack Developer,deepak.shetty674@yahoo.com,+91 8764534958,No,0,0.445530303030303,44.55
ALU0599,Bhavana Sharma,Bhavana,Sharma,2016,MBA,Computer Science and Engineering,Deloitte,Technical Consultant,bhavana.sharma599@outlook.com,+91 8235598059,Yes,1,0.44416666666666665,44.42
ALU1000,Nikhil Verma,Nikhil,Verma,2018,MCA,Computer Science and Engineering,Walmart Global Tech,Full Stack Developer,nikhil.verma1000@outlook.com,+91 9611611525,No,0,0.44416666666666665,44.42
ALU0715,Varun Nair,Varun,Nair,2020,M.Tech,Computer Science and Engineering,PwC,Full Stack Developer,varun.nair715@outlook.com,+91 7504692228,Yes,1,0.44416666666666665,44.42
ALU0468,Akash Rao,Akash,Rao,2020,MCA,Computer Science and Engineering,SAP,Technical Consultant,akash.rao468@yahoo.com,+91 9106900240,No,0,0.44416666666666665,44.42
ALU0751,Ashwin Das,Ashwin,Das,2016,B.Sc,Computer Science and Engineering,Microsoft,Technical Consultant,ashwin.das751@outlook.com,+91 8915438137,No,0,0.44416666666666665,44.42
ALU0998,Bhavana Mehta,Bhavana,Mehta,2018,MBA,Computer Science and Engineering,Deloitte,Technical Consultant,bhavana.mehta998@proton.me,+91 8411712184,Yes,1,0.44416666666666665,44.42
ALU0034,Rohit Gupta,Rohit,Gupta,2016,B.Tech,Civil Engineering,Bosch,Database Administrator,rohit.gupta34@gmail.com,+91 7314652384,Yes,1,0.4440349544072948,44.4
ALU0303,Deepak Shetty,Deepak,Shetty,2021,B.Tech,Business Administration,Capgemini,Associate Consultant,deepak.shetty303@proton.me,+91 8670036982,Yes,1,0.4435858585858586,44.36
ALU0726,Ananya Shetty,Ananya,Shetty,2023,M.Tech,Electronics and Communication Engineering,Cognizant Technology Solutions,Senior Software Engineer,ananya.shetty726@proton.me,+91 8199029793,Yes,1,0.44340928152082754,44.34
ALU0318,Meera Mishra,Meera,Mishra,2019,MCA,Computer Science (Data Science),Cognizant,Project Engineer,meera.mishra318@gmail.com,+91 8191095508,Yes,1,0.4421457607433217,44.21
ALU0852,Sneha Sharma,Sneha,Sharma,2015,MCA,Computer Science (Data Science),KPMG,Project Engineer,sneha.sharma852@proton.me,+91 7405807234,No,0,0.4421457607433217,44.21
ALU0777,Pranav Mishra,Pranav,Mishra,2017,M.Tech,Computer Science (Data Science),IBM,Systems Engineer,pranav.mishra777@proton.me,+91 8821460610,Yes,1,0.4421457607433217,44.21
ALU0391,Manoj Mishra,Manoj,Mishra,2015,B.E.,Computer Science (Data Science),Wipro,Systems Engineer,manoj.mishra391@proton.me,+91 9532855799,Yes,1,0.4421457607433217,44.21
ALU0035,Sanjay Iyer,Sanjay,Iyer,2017,B.Sc,Computer Science (Data Science),Deloitte,Systems Engineer,sanjay.iyer35@yahoo.com,+91 7677517496,No,0,0.4421457607433217,44.21
ALU0148,Rakesh Iyer,Rakesh,Iyer,2018,MCA,Computer Science (Data Science),Oracle,Project Engineer,rakesh.iyer148@gmail.com,+91 8216534332,No,0,0.4421457607433217,44.21
ALU0154,Aditi Joshi,Aditi,Joshi,2016,M.Tech,Computer Science (Data Science),Deloitte,Project Engineer,aditi.joshi154@proton.me,+91 9250402001,Yes,1,0.4421457607433217,44.21
ALU0094,Tarun Kumar,Tarun,Kumar,2021,MBA,Mechanical Engineering,Bosch,DevOps Engineer,tarun.kumar94@gmail.com,+91 7392245997,Yes,1,0.4416666666666667,44.17
ALU0007,Isha Patel,Isha,Patel,2021,B.Sc,Civil Engineering,SAP,Systems Engineer,isha.patel7@outlook.com,+91 8589915144,No,0,0.44155052264808364,44.16
ALU0423,Ashwin Chowdhury,Ashwin,Chowdhury,2021,MBA,Electrical and Electronics Engineering,Microsoft,Project Engineer,ashwin.chowdhury423@proton.me,+91 8646331504,Yes,1,0.44155052264808364,44.16
ALU0890,Ravi Rao,Ravi,Rao,2022,B.E.,Civil Engineering,Wipro,Systems Engineer,ravi.rao890@proton.me,+91 9526469228,No,0,0.44155052264808364,44.16
ALU0510,Aditi Menon,Aditi,Menon,2021,B.E.,Civil Engineering,Microsoft,Systems Engineer,aditi.menon510@gmail.com,+91 8827463042,Yes,1,0.44155052264808364,44.16
ALU0224,Divya Reddy,Divya,Reddy,2022,B.Sc,Electrical and Electronics Engineering,Cognizant,Project Engineer,divya.reddy224@outlook.com,+91 8762557538,No,0,0.44155052264808364,44.16
ALU0045,Aditya Singh,Aditya,Singh,2021,B.Sc,Artificial Intelligence and Machine Learning,Wipro,DevOps Engineer,aditya.singh45@yahoo.com,+91 9755143093,No,0,0.44078947368421056,44.08
ALU0836,Manoj Joshi,Manoj,Joshi,2021,B.Sc,Artificial Intelligence and Machine Learning,Bosch,DevOps Engineer,manoj.joshi836@yahoo.com,+91 8871640952,Yes,1,0.44078947368421056,44.08
ALU0093,Riya Patel,Riya,Patel,2022,MBA,Artificial Intelligence and Machine Learning,Microsoft,DevOps Engineer,riya.patel93@proton.me,+91 8880160025,Yes,1,0.44078947368421056,44.08
ALU0712,Varun Chowdhury,Varun,Chowdhury,2021,B.E.,Computer Science and Engineering,EY,Data Analyst,varun.chowdhury712@gmail.com,+91 7031026838,Yes,1,0.43986486486486487,43.99
ALU0803,Sanjay Nair,Sanjay,Nair,2021,MBA,Computer Engineering,LTIMindtree,Backend Developer,sanjay.nair803@proton.me,+91 8727869461,No,0,0.43910256410256415,43.91
ALU0795,Priya Patel,Priya,Patel,2021,B.Sc,Mechanical Engineering,Amazon,Systems Engineer,priya.patel795@gmail.com,+91 9840004195,Yes,1,0.4367886178861789,43.68
ALU0226,Neha Naidu,Neha,Naidu,2022,MCA,Mechanical Engineering,PwC,Systems Engineer,neha.naidu226@yahoo.com,+91 9620258967,No,0,0.4367886178861789,43.68
ALU0541,Sahana Patel,Sahana,Patel,2022,MBA,Mechanical Engineering,HCLTech,Systems Engineer,sahana.patel541@yahoo.com,+91 9406685070,No,0,0.4367886178861789,43.68
ALU0865,Sahana Patel,Sahana,Patel,2022,MCA,Mechanical Engineering,Google,Project Engineer,sahana.patel865@gmail.com,+91 7692921852,No,0,0.4367886178861789,43.68
ALU0515,Sneha Das,Sneha,Das,2022,B.Sc,Artificial Intelligence and Machine Learning,Cognizant Technology Solutions,Systems Engineer,sneha.das515@proton.me,+91 7592999772,Yes,1,0.43591142490372276,43.59
ALU0659,Sahana Patel,Sahana,Patel,2020,M.Tech,Civil Engineering,IBM,Cloud Engineer,sahana.patel659@yahoo.com,+91 9596051033,Yes,1,0.434569597069597,43.46
ALU0097,Neha Patel,Neha,Patel,2017,B.Sc,Electrical and Electronics Engineering,EY,Cloud Engineer,neha.patel97@proton.me,+91 9362646960,Yes,1,0.434569597069597,43.46
ALU0791,Sneha Nair,Sneha,Nair,2017,M.Tech,Electrical and Electronics Engineering,Cognizant,Cloud Engineer,sneha.nair791@proton.me,+91 9093602951,Yes,1,0.434569597069597,43.46
ALU0220,Neha Chowdhury,Neha,Chowdhury,2020,B.E.,Electrical and Electronics Engineering,Bosch,Cloud Engineer,neha.chowdhury220@yahoo.com,+91 9178901271,No,0,0.434569597069597,43.46
ALU0744,Naveen Naidu,Naveen,Naidu,2019,B.E.,Civil Engineering,Oracle,Cloud Engineer,naveen.naidu744@gmail.com,+91 7637108294,No,0,0.434569597069597,43.46
ALU0247,Rohit Mishra,Rohit,Mishra,2015,MCA,Civil Engineering,Walmart Global Tech,Cloud Engineer,rohit.mishra247@gmail.com,+91 8700586760,No,0,0.434569597069597,43.46
ALU0621,Shreya Kumar,Shreya,Kumar,2018,B.Sc,Civil Engineering,Microsoft,Cloud Engineer,shreya.kumar621@yahoo.com,+91 8981470996,Yes,1,0.434569597069597,43.46
ALU0080,Ravi Das,Ravi,Das,2020,B.Sc,Civil Engineering,HCLTech,Cloud Engineer,ravi.das80@yahoo.com,+91 7990153355,Yes,1,0.434569597069597,43.46
ALU0578,Aarav Singh,Aarav,Singh,2025,M.Tech,Computer Science (Data Science),Google,Software Developer,aarav.singh578@yahoo.com,+91 9396677171,No,0,0.4336517165005537,43.37
ALU0347,Manoj Sharma,Manoj,Sharma,2024,B.Sc,Computer Science (Data Science),KPMG,Software Developer,manoj.sharma347@outlook.com,+91 7958572516,Yes,1,0.4336517165005537,43.37
ALU0008,Harish Iyer,Harish,Iyer,2025,MBA,Computer Science (Data Science),Bosch,Frontend Developer,harish.iyer8@outlook.com,+91 7701808367,No,0,0.4336517165005537,43.37
ALU0721,Isha Patel,Isha,Patel,2018,MBA,Electrical and Electronics Engineering,Capgemini,QA Engineer,isha.patel721@outlook.com,+91 7315807718,No,0,0.4311507936507936,43.12
ALU0389,Sahana Pillai,Sahana,Pillai,2025,B.Sc,Computer Science (Data Science),SAP,UI Developer,sahana.pillai389@proton.me,+91 7794058803,No,0,0.4301319176319176,43.01
ALU0459,Sanjay Das,Sanjay,Das,2025,B.Sc,Computer Science (Data Science),Oracle,UI Developer,sanjay.das459@proton.me,+91 9503133882,No,0,0.4301319176319176,43.01
ALU0545,Charan Gupta,Charan,Gupta,2018,B.Sc,Mechanical Engineering,SAP,Cloud Engineer,charan.gupta545@yahoo.com,+91 9600108647,No,0,0.4298076923076923,42.98
ALU0104,Nandini Shetty,Nandini,Shetty,2020,MCA,Artificial Intelligence and Machine Learning,TCS,Cloud Engineer,nandini.shetty104@yahoo.com,+91 9520878317,No,0,0.4289304993252362,42.89
ALU0227,Divya Verma,Divya,Verma,2019,MCA,Artificial Intelligence and Machine Learning,Deloitte,Cloud Engineer,divya.verma227@yahoo.com,+91 7890251346,No,0,0.4289304993252362,42.89
ALU0240,Kavya Mehta,Kavya,Mehta,2018,M.Tech,Artificial Intelligence and Machine Learning,LTIMindtree,Cloud Engineer,kavya.mehta240@gmail.com,+91 8123362233,No,0,0.4289304993252362,42.89
ALU0581,Srinivas Naidu,Srinivas,Naidu,2023,MBA,Computer Engineering,Amazon,Data Scientist,srinivas.naidu581@yahoo.com,+91 9896923497,No,0,0.4288461538461539,42.88
ALU0703,Lakshmi Singh,Lakshmi,Singh,2017,B.Tech,Electronics and Communication Engineering,TCS,Database Administrator,lakshmi.singh703@outlook.com,+91 9101237808,No,0,0.4287707665403672,42.88
ALU0903,Harish Verma,Harish,Verma,2024,M.Tech,Computer Science (Data Science),PwC,Technical Consultant,harish.verma903@yahoo.com,+91 8725708681,Yes,1,0.4286904761904762,42.87
ALU0901,Sneha Patel,Sneha,Patel,2025,MCA,Computer Science (Data Science),Capgemini,Technical Consultant,sneha.patel901@gmail.com,+91 9449180965,Yes,1,0.4286904761904762,42.87
ALU0663,Deepak Sharma,Deepak,Sharma,2024,M.Tech,Computer Science (Data Science),Cognizant Technology Solutions,Technical Consultant,deepak.sharma663@proton.me,+91 8397488262,Yes,1,0.4286904761904762,42.87
ALU0441,Yash Rao,Yash,Rao,2022,M.Tech,Computer Science (Data Science),Amazon,Associate Consultant,yash.rao441@gmail.com,+91 7272026241,No,0,0.4267460317460317,42.67
ALU0693,Kavya Nair,Kavya,Nair,2022,MBA,Computer Science (Data Science),SAP,Associate Consultant,kavya.nair693@yahoo.com,+91 8833879716,No,0,0.4267460317460317,42.67
ALU0064,Ravi Pillai,Ravi,Pillai,2015,M.Tech,Mechanical Engineering,Walmart Global Tech,QA Engineer,ravi.pillai64@outlook.com,+91 9007425404,Yes,1,0.4263888888888889,42.64
ALU0289,Ashwin Nair,Ashwin,Nair,2015,M.Tech,Mechanical Engineering,Bosch,QA Engineer,ashwin.nair289@yahoo.com,+91 8890743044,No,0,0.4263888888888889,42.64
ALU0813,Karthik Chowdhury,Karthik,Chowdhury,2016,B.Sc,Mechanical Engineering,Cognizant Technology Solutions,QA Engineer,karthik.chowdhury813@outlook.com,+91 8816208531,Yes,1,0.4263888888888889,42.64
ALU0319,Aditi Rao,Aditi,Rao,2018,B.E.,Mechanical Engineering,Deloitte,QA Engineer,aditi.rao319@proton.me,+91 7610622521,No,0,0.4263888888888889,42.64
ALU0098,Rohit Sharma,Rohit,Sharma,2020,B.Sc,Mechanical Engineering,Accenture,QA Engineer,rohit.sharma98@gmail.com,+91 9824629834,No,0,0.4263888888888889,42.64
ALU0112,Pooja Joshi,Pooja,Joshi,2021,B.E.,Electronics and Communication Engineering,KPMG,Project Engineer,pooja.joshi112@outlook.com,+91 7730074215,Yes,1,0.426286334781156,42.63
ALU0044,Priya Kumar,Priya,Kumar,2022,B.E.,Electronics and Communication Engineering,Google,Systems Engineer,priya.kumar44@yahoo.com,+91 7977515194,Yes,1,0.426286334781156,42.63
ALU0723,Pranav Rao,Pranav,Rao,2022,MBA,Electronics and Communication Engineering,SAP,Systems Engineer,pranav.rao723@yahoo.com,+91 7868489173,No,0,0.426286334781156,42.63
